site_code year month day hour minute second datetime time_decimal air_sample_container_id value value_unc latitude longitude altitude elevation intake_height method event_number instrument analysis_datetime qcflag
NEB 2020 2 24 19 0 0 2020-02-24T19:00:00Z 2020.149704007286 3062-05 428.33 0.041 39.3154 -76.583 110.95 44.0 66.95 I 472876 PC2 2020-04-07T19:14:23 ...
NEB 2020 2 28 19 0 0 2020-02-28T19:00:00Z 2020.1606329690346 3062-07 426.0 0.041 39.3154 -76.583 110.95 44.0 66.95 I 472878 PC2 2020-04-07T19:29:47 ...
NEB 2020 3 4 19 0 0 2020-03-04T19:00:00Z 2020.1742941712205 3062-09 420.19 0.041 39.3154 -76.583 110.95 44.0 66.95 I 472880 PC2 2020-04-07T19:45:09 ...
NEB 2020 3 8 19 0 0 2020-03-08T19:00:00Z 2020.185223132969 3062-11 424.94 0.041 39.3154 -76.583 110.95 44.0 66.95 I 472882 PC2 2020-04-07T20:00:30 ...
NEB 2020 4 22 17 40 0 2020-04-22T17:40:00Z 2020.3080221615057 3144-01 420.26 0.041 39.3154 -76.583 110.95 44.0 66.95 I 474298 PC2 2020-05-13T17:44:33 ...
NEB 2020 4 24 18 20 0 2020-04-24T18:20:00Z 2020.3135625379477 3144-03 432.07 0.041 39.3154 -76.583 110.95 44.0 66.95 I 474300 PC2 2020-05-13T17:59:55 ...
NEB 2020 4 26 19 0 0 2020-04-26T19:00:00Z 2020.3191029143898 3144-05 422.08 0.041 39.3154 -76.583 110.95 44.0 66.95 I 474302 PC2 2020-05-13T18:15:15 ...
NEB 2020 4 28 19 40 0 2020-04-28T19:40:00Z 2020.3246432908318 3144-07 426.07 0.041 39.3154 -76.583 110.95 44.0 66.95 I 474304 PC2 2020-05-13T18:30:40 ...
NEB 2020 4 30 20 20 0 2020-04-30T20:20:00Z 2020.3301836672738 3144-09 423.78 0.041 39.3154 -76.583 110.95 44.0 66.95 I 474306 PC2 2020-05-13T18:46:01 H..
NEB 2020 5 2 21 0 0 2020-05-02T21:00:00Z 2020.3357240437158 3144-11 418.43 0.041 39.3154 -76.583 110.95 44.0 66.95 I 474308 PC2 2020-05-13T19:01:21 ...
NEB 2020 5 6 19 0 0 2020-05-06T19:00:00Z 2020.3464253187615 3128-01 421.61 0.041 39.3154 -76.583 110.95 44.0 66.95 I 475318 PC2 2020-06-03T20:02:58 ...
NEB 2020 5 8 19 0 0 2020-05-08T19:00:00Z 2020.3518897996357 3128-03 429.13 0.041 39.3154 -76.583 110.95 44.0 66.95 I 475320 PC2 2020-06-03T20:18:20 ...
NEB 2020 5 10 19 0 0 2020-05-10T19:00:00Z 2020.35735428051 3128-05 420.76 0.041 39.3154 -76.583 110.95 44.0 66.95 I 475322 PC2 2020-06-03T20:33:43 ...
NEB 2020 5 12 19 0 0 2020-05-12T19:00:00Z 2020.3628187613842 3128-07 419.11 0.041 39.3154 -76.583 110.95 44.0 66.95 I 475324 PC2 2020-06-03T20:49:04 ...
NEB 2020 5 14 19 0 0 2020-05-14T19:00:00Z 2020.3682832422587 3128-09 410.23 0.041 39.3154 -76.583 110.95 44.0 66.95 I 475326 PC2 2020-06-03T21:04:26 ...
NEB 2020 5 16 19 0 0 2020-05-16T19:00:00Z 2020.373747723133 3128-11 419.1 0.041 39.3154 -76.583 110.95 44.0 66.95 I 475328 PC2 2020-06-03T21:19:47 ...
NEB 2020 6 11 19 0 0 2020-06-11T19:00:00Z 2020.4447859744992 3098-01 412.7 0.041 39.3154 -76.583 110.95 44.0 66.95 I 491633 PC2 2021-07-21T00:57:39 H..
NEB 2020 6 13 19 0 0 2020-06-13T19:00:00Z 2020.4502504553734 3098-03 408.33 0.041 39.3154 -76.583 110.95 44.0 66.95 I 491635 PC2 2021-07-21T01:13:26 ...
NEB 2020 6 15 19 0 0 2020-06-15T19:00:00Z 2020.4557149362477 3098-05 406.57 0.041 39.3154 -76.583 110.95 44.0 66.95 I 491637 PC2 2021-07-21T01:29:13 ...
NEB 2020 6 17 19 0 0 2020-06-17T19:00:00Z 2020.4611794171221 3098-07 409.68 0.041 39.3154 -76.583 110.95 44.0 66.95 I 491639 PC2 2021-07-21T01:44:56 H..
